"","Forma_i_poziom","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"228","Ekonomia (stacjonarne I stopnia)","Jêzyk hiszpañski","Æwiczenia: 30","2","Zaliczenie","3","D(B)"
"229","Ekonomia (stacjonarne I stopnia)","Jêzyk niemiecki","Æwiczenia: 30","2","Zaliczenie","3","D(B)"
"230","Ekonomia (stacjonarne I stopnia)","Jêzyk rosyjski","Æwiczenia: 30","2","Zaliczenie","3","D(B)"
"231","Ekonomia (stacjonarne I stopnia)","Jêzyk obcy II","Æwiczenia: 30","2","Zaliczenie","1","D(B)"
"232","Ekonomia (stacjonarne I stopnia)","Jêzyk angielski","Æwiczenia: 30","2","Zaliczenie","3","D(B)"
"233","Ekonomia (stacjonarne I stopnia)","Jêzyk francuski","Æwiczenia: 30","2","Zaliczenie","3","D(B)"
"234","Ekonomia (stacjonarne I stopnia)","Jêzyk hiszpañski","Æwiczenia: 30","2","Zaliczenie","3","D(B)"
"235","Ekonomia (stacjonarne I stopnia)","Jêzyk niemiecki","Æwiczenia: 30","2","Zaliczenie","3","D(B)"
"236","Ekonomia (stacjonarne I stopnia)","Jêzyk rosyjski","Æwiczenia: 30","2","Zaliczenie","3","D(B)"
"237","Ekonomia (stacjonarne I stopnia)","Polityka pañstwa na rynku pracy","Wyk³ad: 30","3","Egzamin","1","B"
"238","Ekonomia (stacjonarne I stopnia)","Seminarium dyplomowe","Æwiczenia: 15","1","Zaliczenie","1","C"
"239","Ekonomia (stacjonarne I stopnia)","Suma","195","17","","",""
"240","Ekonomia (stacjonarne I stopnia)","Suma (Wyk³ad)","75","","","",""
"241","Ekonomia (stacjonarne I stopnia)","Suma (Æwiczenia)","120","","","",""
"242","Ekonomia (stacjonarne I stopnia)","Specjalnoœæ: Ekonomia globalna i mened¿erska",NA,NA,NA,NA,NA
"243","Ekonomia (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"244","Ekonomia (stacjonarne I stopnia)","Elementy prawa w biznesie","Æwiczenia: 30","3","Zaliczenie","1","C"
"245","Ekonomia (stacjonarne I stopnia)","Integracja gospodarcza","Wyk³ad: 30","3","Zaliczenie","1","C"
"246","Ekonomia (stacjonarne I stopnia)","Optymalizacja decyzji mened¿erskich","Æwiczenia: 30","3","Zaliczenie","1","C"
"247","Ekonomia (stacjonarne I stopnia)","Wspó³czesne teorie makroekonomii","Wyk³ad: 15
                                                                                Æwiczenia: 15","4","Zaliczenie","1","C"
"248","Ekonomia (stacjonarne I stopnia)","Suma","120","13","","",""
"249","Ekonomia (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","315","30","","",""
"250","Ekonomia (stacjonarne I stopnia)","Suma (Æwiczenia)","75","","","",""
"251","Ekonomia (stacjonarne I stopnia)","Suma (Wyk³ad)","45","","","",""
"252","Ekonomia (stacjonarne I stopnia)","Specjalnoœæ: Public relations i strategie komunikowania",NA,NA,NA,NA,NA
"253","Ekonomia (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"254","Ekonomia (stacjonarne I stopnia)","Internal relations","Wyk³ad: 15
                                                                                Æwiczenia: 15","4","Zaliczenie","1","C"
"255","Ekonomia (stacjonarne I stopnia)","Jêzyk w public relations","Æwiczenia: 30","3","Zaliczenie","1","C"
"256","Ekonomia (stacjonarne I stopnia)","Komunikowanie strategiczne w gospodarce","Wyk³ad: 30","3","Zaliczenie","1","C"
"257","Ekonomia (stacjonarne I stopnia)","Pracownia telewizyjna","Æwiczenia: 30","3","Zaliczenie","1","C"
"258","Ekonomia (stacjonarne I stopnia)","Suma","120","13","","",""
"259","Ekonomia (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","315","30","","",""
"260","Ekonomia (stacjonarne I stopnia)","Suma (Wyk³ad)","45","","","",""
"261","Ekonomia (stacjonarne I stopnia)","Suma (Æwiczenia)","75","","","",""
"262","Ekonomia (stacjonarne I stopnia)","Specjalnoœæ: Strategie HR i rynek pracy",NA,NA,NA,NA,NA
"263","Ekonomia (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"264","Ekonomia (stacjonarne I stopnia)","Badania employee experience","Æwiczenia: 30","3","Zaliczenie","1","C"
"265","Ekonomia (stacjonarne I stopnia)","Prawo pracy i ochrona danych osobowych","Wyk³ad: 30
                                                                                Æwiczenia: 30","6","Zaliczenie","1","C"
"266","Ekonomia (stacjonarne I stopnia)","Zarz¹dzanie zasobami ludzkimi w dynamicznym otoczeniu","Wyk³ad: 15
                                                                                Æwiczenia: 15","4","Zaliczenie","1","C"
"267","Ekonomia (stacjonarne I stopnia)","Suma","120","13","","",""
"268","Ekonomia (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","315","30","","",""
"269","Ekonomia (stacjonarne I stopnia)","Suma (Æwiczenia)","75","","","",""
"270","Ekonomia (stacjonarne I stopnia)","Suma (Wyk³ad)","45","","","",""
"271","Ekonomia (stacjonarne I stopnia)","Specjalnoœæ: Strategie biznesu i polityka gospodarcza w warunkach globalizacji",NA,NA,NA,NA,NA
"272","Ekonomia (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"273","Ekonomia (stacjonarne I stopnia)","Analiza strategiczna","Wyk³ad: 30
                                                                                Æwiczenia: 30","4","Zaliczenie","1","C"
"274","Ekonomia (stacjonarne I stopnia)","Dynamika systemów biznesowych","Æwiczenia: 30","3","Zaliczenie","1","C"
"275","Ekonomia (stacjonarne I stopnia)","Ekonomia integracji europejskiej","Wyk³ad: 15","3","Zaliczenie","1","C"
"276","Ekonomia (stacjonarne I stopnia)","Polityka konkurencji","Æwiczenia: 15","3","Zaliczenie","1","C"
"277","Ekonomia (stacjonarne I stopnia)","Suma","120","13","","",""
"278","Ekonomia (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","315","30","","",""
"279","Ekonomia (stacjonarne I stopnia)","Suma (Wyk³ad)","45","","","",""
"280","Ekonomia (stacjonarne I stopnia)","Suma (Æwiczenia)","75","","","",""
"281","Ekonomia (stacjonarne I stopnia)","Specjalnoœæ: Zielona gospodarka i zrównowa¿ona konsumpcja",NA,NA,NA,NA,NA
"282","Ekonomia (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"283","Ekonomia (stacjonarne I stopnia)","Ekonomia wspó³dzielenia","Wyk³ad: 30","3","Zaliczenie","1","C"
"284","Ekonomia (stacjonarne I stopnia)","Marketing w zielonej gospodarce","Wyk³ad: 30","3","Zaliczenie","1","C"
"285","Ekonomia (stacjonarne I stopnia)","Organizacja rynków zielonej gospodarki","Wyk³ad: 30","4","Zaliczenie","1","C"
"286","Ekonomia (stacjonarne I stopnia)","Podstawy teoretyczne zrównowa¿onej gospodarki","Wyk³ad: 30","3","Zaliczenie","1","C"
"287","Ekonomia (stacjonarne I stopnia)","Suma","120","13","","",""
"288","Ekonomia (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","315","30","","",""
"289","Ekonomia (stacjonarne I stopnia)","Suma (Wyk³ad)","120","","","",""
"290","Ekonomia (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"291","Ekonomia (stacjonarne I stopnia)","Ekonomia miêdzynarodowa","Wyk³ad: 15
                                                                                Æwiczenia: 15","2","Zaliczenie","1","A"
"292","Ekonomia (stacjonarne I stopnia)","Jêzyk obcy I","Æwiczenia: 30","3","Egzamin","1","D(B)"
"293","Ekonomia (stacjonarne I stopnia)","Jêzyk angielski","Æwiczenia: 30","3","Egzamin","3","D(B)"
"294","Ekonomia (stacjonarne I stopnia)","Jêzyk francuski","Æwiczenia: 30","3","Egzamin","3","D(B)"
"295","Ekonomia (stacjonarne I stopnia)","Jêzyk hiszpañski","Æwiczenia: 30","3","Egzamin","3","D(B)"
"296","Ekonomia (stacjonarne I stopnia)","Jêzyk niemiecki","Æwiczenia: 30","3","Egzamin","3","D(B)"
"297","Ekonomia (stacjonarne I stopnia)","Jêzyk rosyjski","Æwiczenia: 30","3","Egzamin","3","D(B)"
"298","Ekonomia (stacjonarne I stopnia)","Jêzyk obcy II","Æwiczenia: 30","3","Egzamin","1","D(B)"
"299","Ekonomia (stacjonarne I stopnia)","Jêzyk angielski","Æwiczenia: 30","3","Egzamin","3","D(B)"
"300","Ekonomia (stacjonarne I stopnia)","Jêzyk francuski","Æwiczenia: 30","3","Egzamin","3","D(B)"
"301","Ekonomia (stacjonarne I stopnia)","Jêzyk hiszpañski","Æwiczenia: 30","3","Egzamin","3","D(B)"
"302","Ekonomia (stacjonarne I stopnia)","Jêzyk niemiecki","Æwiczenia: 30","3","Egzamin","3","D(B)"
"303","Ekonomia (stacjonarne I stopnia)","Jêzyk rosyjski","Æwiczenia: 30","3","Egzamin","3","D(B)"
"304","Ekonomia (stacjonarne I stopnia)","Przedmioty ogólne do wyboru","Wyk³ad: 30","3","Zaliczenie","0","C"
"305","Ekonomia (stacjonarne I stopnia)","Ekonomia szczêœcia","Wyk³ad: 30","3","Zaliczenie","0","C"
"306","Ekonomia (stacjonarne I stopnia)","Globalizacja","Wyk³ad: 30","3","Zaliczenie","0","C"
"307","Ekonomia (stacjonarne I stopnia)","Kl¹twa bogactwa - paradoks rozwoju gospodarczego pañstw bogatych w z³o¿a surowców naturalnych","Wyk³ad: 30","3","Zaliczenie","0","C"
"308","Ekonomia (stacjonarne I stopnia)","Podmioty, instytucje i mechanizmy gospodarki rynkowej","Wyk³ad: 30","3","Zaliczenie","0","C"
"309","Ekonomia (stacjonarne I stopnia)","Techniki negocjacji","Wyk³ad: 30","3","Zaliczenie","0","C"
"310","Ekonomia (stacjonarne I stopnia)","Zajêcia otwarte","Wyk³ad: 30","3","Zaliczenie","0","C"
"311","Ekonomia (stacjonarne I stopnia)","Zarz¹dzanie danymi w ekonomii","Wyk³ad: 30","3","Zaliczenie","0","C"
"312","Ekonomia (stacjonarne I stopnia)","Zwi¹zki ubezpieczeñ z instytucjami finansowymi","Wyk³ad: 30","3","Zaliczenie","0","C"
"313","Ekonomia (stacjonarne I stopnia)","Seminarium dyplomowe","Æwiczenia: 15","1","Zaliczenie","1","C"
"314","Ekonomia (stacjonarne I stopnia)","Wyk³ad do wyboru w jêzyku obcym","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"315","Ekonomia (stacjonarne I stopnia)","Banking systems","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"316","Ekonomia (stacjonarne I stopnia)","Business and intangible assets valuation","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"317","Ekonomia (stacjonarne I stopnia)","Correspondance commercial en français I","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"318","Ekonomia (stacjonarne I stopnia)","Cross-cultural management","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"319","Ekonomia (stacjonarne I stopnia)","Korespondencja handlowa w biznesie miêdzynarodowym I - wyk³ad w jêzyku rosyjskim","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"320","Ekonomia (stacjonarne I stopnia)","Labour market and gender inequalities","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"321","Ekonomia (stacjonarne I stopnia)","Legal issues in public relations","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"322","Ekonomia (stacjonarne I stopnia)","Methods and techniques of decision making in business","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"323","Ekonomia (stacjonarne I stopnia)","Monetary economics","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"324","Ekonomia (stacjonarne I stopnia)","Private asset and wealth management","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"325","Ekonomia (stacjonarne I stopnia)","Tax systems in the EU member states","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"326","Ekonomia (stacjonarne I stopnia)","The fundamentals of risk and insurance","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"327","Ekonomia (stacjonarne I stopnia)","Unternehmensbesteuerung","Wyk³ad: 30","3","Zaliczenie","0","D(C)"
"328","Ekonomia (stacjonarne I stopnia)","Suma","165","15","","",""
"329","Ekonomia (stacjonarne I stopnia)","Suma (Wyk³ad)","75","","","",""
"330","Ekonomia (stacjonarne I stopnia)","Suma (Æwiczenia)","90","","","",""
"331","Ekonomia (stacjonarne I stopnia)","Specjalnoœæ: Ekonomia globalna i mened¿erska",NA,NA,NA,NA,NA
"332","Ekonomia (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"333","Ekonomia (stacjonarne I stopnia)","Gospodarka zasobami w przedsiêbiorstwie","Æwiczenia: 30","3","Zaliczenie","1","C"
"334","Ekonomia (stacjonarne I stopnia)","Pañstwo jako podmiot ekonomiczny","Wyk³ad: 30","3","Egzamin","1","C"
"335","Ekonomia (stacjonarne I stopnia)","Przedmioty specjalnoœciowe (wybór)","Wyk³ad: 90","9","Zaliczenie","0","C"
"336","Ekonomia (stacjonarne I stopnia)","Komparatywna analiza gospodarek narodowych","Wyk³ad: 30","3","Zaliczenie","0","C"
"337","Ekonomia (stacjonarne I stopnia)","Kompetencje spo³eczne w pracy mened¿era","Wyk³ad: 30","3","Zaliczenie","0","C"
"338","Ekonomia (stacjonarne I stopnia)","Krajowy i unijny rynek pracy","Wyk³ad: 30","3","Zaliczenie","0","C"
"339","Ekonomia (stacjonarne I stopnia)","Narzêdzia informatyczne w biznesie","Wyk³ad: 30","3","Zaliczenie","0","C"
"340","Ekonomia (stacjonarne I stopnia)","Podstawy zarz¹dzania œrodkami publicznymi","Wyk³ad: 30","3","Zaliczenie","0","C"
"341","Ekonomia (stacjonarne I stopnia)","Techniki autoprezentacji i wizualizacji danych","Wyk³ad: 30","3","Zaliczenie","0","C"
"342","Ekonomia (stacjonarne I stopnia)","Suma","150","15","","",""
"343","Ekonomia (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","315","30","","",""
"344","Ekonomia (stacjonarne I stopnia)","Suma (Æwiczenia)","30","","","",""
"345","Ekonomia (stacjonarne I stopnia)","Suma (Wyk³ad)","120","","","",""
"346","Ekonomia (stacjonarne I stopnia)","Specjalnoœæ: Public relations i strategie komunikowania",NA,NA,NA,NA,NA
"347","Ekonomia (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"348","Ekonomia (stacjonarne I stopnia)","Ekonomia informacji","Æwiczenia: 30","3","Zaliczenie","1","C"
"349","Ekonomia (stacjonarne I stopnia)","Kryzysowe public relations","Wyk³ad: 30","3","Egzamin","1","C"
"350","Ekonomia (stacjonarne I stopnia)","Przedmioty specjalnoœciowe (wybór)","Wyk³ad: 90","9","Zaliczenie","0","C"
"351","Ekonomia (stacjonarne I stopnia)","Europejskie systemy polityczne","Wyk³ad: 30","3","Zaliczenie","0","C"
"352","Ekonomia (stacjonarne I stopnia)","Kampanie public relations","Wyk³ad: 30","3","Zaliczenie","0","C"
"353","Ekonomia (stacjonarne I stopnia)","Public relations administracji","Wyk³ad: 30","3","Zaliczenie","0","C"
"354","Ekonomia (stacjonarne I stopnia)","Studio TV","Wyk³ad: 30","3","Zaliczenie","0","C"
"355","Ekonomia (stacjonarne I stopnia)","Techniki negocjacji","Wyk³ad: 30","3","Zaliczenie","0","C"
"356","Ekonomia (stacjonarne I stopnia)","Wizerunek biznesu","Wyk³ad: 30","3","Zaliczenie","0","C"
"357","Ekonomia (stacjonarne I stopnia)","Suma","150","15","","",""
"358","Ekonomia (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","315","30","","",""
"359","Ekonomia (stacjonarne I stopnia)","Suma (Æwiczenia)","30","","","",""
