"","Forma_i_poziom","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","...5","X1","X2","X3","X4","X5"
"143","Chemia (stacjonarne I stopnia)","Suma","300","","26","",NA,NA,NA,NA,NA
"144","Chemia (stacjonarne I stopnia)","CHEMIA KOSMETYCZNA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Chemia (stacjonarne I stopnia)","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","",NA,NA,NA,NA,NA
"146","Chemia (stacjonarne I stopnia)","Chemia procesów biotechnologicznych","Wyk³ad:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","O",NA,NA,NA,NA,NA
"147","Chemia (stacjonarne I stopnia)","Przedmiot do wyboru","Suma godzin kontaktowych:
                    225","Zaliczenie z ocen¹","19","G",NA,NA,NA,NA,NA
"148","Chemia (stacjonarne I stopnia)","Biochemia z elementami biologii","Wyk³ad:
                    15                    
                                Proseminarium:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"149","Chemia (stacjonarne I stopnia)","Chemia bionieorganiczna","Wyk³ad:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","F",NA,NA,NA,NA,NA
"150","Chemia (stacjonarne I stopnia)","Chemia komórki","Wyk³ad:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","F",NA,NA,NA,NA,NA
"151","Chemia (stacjonarne I stopnia)","Materia³y biologicznie czynne i ich analiza","Wyk³ad:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","F",NA,NA,NA,NA,NA
"152","Chemia (stacjonarne I stopnia)","Metrologia w praktyce","Wyk³ad:
                    15                    
                                Æwiczenia:
                    15                    
                                Laboratorium:
                    15","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","F",NA,NA,NA,NA,NA
"153","Chemia (stacjonarne I stopnia)","Toksykologia","Wyk³ad:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"154","Chemia (stacjonarne I stopnia)","Zarz¹dzanie badaniami, kontrol¹ jakoœci oraz produkcj¹ w przemyœle kosmetycznym i chemii gospodarczej","Konwersatorium:
                    15","Zaliczenie z ocen¹","1","F",NA,NA,NA,NA,NA
"155","Chemia (stacjonarne I stopnia)","Zio³a stosowane w kosmetyce","Wyk³ad:
                    15","Zaliczenie z ocen¹","1","F",NA,NA,NA,NA,NA
"156","Chemia (stacjonarne I stopnia)","Zwi¹zki powierzchniowo czynne","Wyk³ad:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","F",NA,NA,NA,NA,NA
"157","Chemia (stacjonarne I stopnia)","Suma","270","","23","",NA,NA,NA,NA,NA
"158","Chemia (stacjonarne I stopnia)","CHEMIA MATERIA£OWA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Chemia (stacjonarne I stopnia)","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","",NA,NA,NA,NA,NA
"160","Chemia (stacjonarne I stopnia)","Fizyka fazy skondensowanej","Wyk³ad:
                    30                    
                                Proseminarium:
                    15","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"161","Chemia (stacjonarne I stopnia)","Przedmiot do wyboru","Suma godzin kontaktowych:
                    225","Zaliczenie z ocen¹","19","G",NA,NA,NA,NA,NA
"162","Chemia (stacjonarne I stopnia)","Kataliza w procesach przemys³owych i ochronie œrodowiska","Wyk³ad:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","F",NA,NA,NA,NA,NA
"163","Chemia (stacjonarne I stopnia)","Obserwacje, wnioski i rozwi¹zywanie problemów w eksperymencie chemicznym","Konwersatorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"164","Chemia (stacjonarne I stopnia)","Odnawialne Ÿród³a energii","Wyk³ad:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","F",NA,NA,NA,NA,NA
"165","Chemia (stacjonarne I stopnia)","Spektrometria atomowa","Wyk³ad:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","F",NA,NA,NA,NA,NA
"166","Chemia (stacjonarne I stopnia)","Synteza nieorganiczna","Wyk³ad:
                    30                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"167","Chemia (stacjonarne I stopnia)","Technologia tworzyw sztucznych","Wyk³ad:
                    30                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"168","Chemia (stacjonarne I stopnia)","Zarz¹dzanie badaniami, kontrol¹ jakoœci oraz produkcj¹ w przemyœle kosmetycznym i chemii gospodarczej","Konwersatorium:
                    15","Zaliczenie z ocen¹","1","F",NA,NA,NA,NA,NA
"169","Chemia (stacjonarne I stopnia)","Suma","270","","22","",NA,NA,NA,NA,NA
"170","Chemia (stacjonarne I stopnia)","CHEMIA OGÓLNA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Chemia (stacjonarne I stopnia)","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","",NA,NA,NA,NA,NA
"172","Chemia (stacjonarne I stopnia)","Chemia kwantowa","Wyk³ad:
                    30                    
                                Æwiczenia:
                    45","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","6","O",NA,NA,NA,NA,NA
"173","Chemia (stacjonarne I stopnia)","Toksykologia","Wyk³ad:
                    30","Zaliczenie z ocen¹","2","O",NA,NA,NA,NA,NA
"174","Chemia (stacjonarne I stopnia)","Przedmiot do wyboru","Suma godzin kontaktowych:
                    195","Zaliczenie z ocen¹","17","G",NA,NA,NA,NA,NA
"175","Chemia (stacjonarne I stopnia)","Chemia bionieorganiczna","Wyk³ad:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","F",NA,NA,NA,NA,NA
"176","Chemia (stacjonarne I stopnia)","Metrologia w praktyce","Wyk³ad:
                    15                    
                                Æwiczenia:
                    15                    
                                Laboratorium:
                    15","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","F",NA,NA,NA,NA,NA
"177","Chemia (stacjonarne I stopnia)","Obserwacje, wnioski i rozwi¹zywanie problemów w eksperymencie chemicznym","Konwersatorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"178","Chemia (stacjonarne I stopnia)","Spektrometria atomowa","Wyk³ad:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","F",NA,NA,NA,NA,NA
"179","Chemia (stacjonarne I stopnia)","Technologia tworzyw sztucznych","Wyk³ad:
                    30                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"180","Chemia (stacjonarne I stopnia)","Suma","300","","25","",NA,NA,NA,NA,NA
"181","Chemia (stacjonarne I stopnia)","CHEMIA S¥DOWA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Chemia (stacjonarne I stopnia)","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","",NA,NA,NA,NA,NA
"183","Chemia (stacjonarne I stopnia)","Metrologia w chemii","Wyk³ad:
                    15                    
                                Laboratorium:
                    15","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","2","O",NA,NA,NA,NA,NA
"184","Chemia (stacjonarne I stopnia)","Modelowanie kwantowo chemiczne w analizach s¹dowych","Wyk³ad:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","O",NA,NA,NA,NA,NA
"185","Chemia (stacjonarne I stopnia)","Toksykologia s¹dowa","Wyk³ad:
                    30","Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"186","Chemia (stacjonarne I stopnia)","Przedmiot do wyboru","Suma godzin kontaktowych:
                    195","Zaliczenie z ocen¹","17","G",NA,NA,NA,NA,NA
"187","Chemia (stacjonarne I stopnia)","Biochemia z elementami biologii","Wyk³ad:
                    15                    
                                Proseminarium:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"188","Chemia (stacjonarne I stopnia)","Chemia bionieorganiczna","Wyk³ad:
                    15                    
                                Laboratorium:
                    30","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","4","F",NA,NA,NA,NA,NA
